ID,VIDEOID,COMMENT,VIDEONAME
UgxbHncZKkHwutU00ft4AaABAg,QaZ93sibpk0,Is this scripted?,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugy-w0IisfBZUzRLvhB4AaABAg,QaZ93sibpk0,"<a href=""https://www.youtube.com/watch?v=QaZ93sibpk0&amp;t=5m40s"">5:40</a> it feels like she low key dising travis Scott on that one",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugzcb4FT4O6HxUBookx4AaABAg,QaZ93sibpk0,Wer guckt auch nur das Haus von ihr an ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugw2YCmSu7fpKdGHAbp4AaABAg,QaZ93sibpk0,My many talents ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugx-o5ZQdnEQVdK0PEZ4AaABAg,QaZ93sibpk0,Kimkardashian and ray z,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzLTT5DdR1VJRTtnpV4AaABAg,QaZ93sibpk0,Di this with billie eilish,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgydJDtB07QgOZIUTW94AaABAg,QaZ93sibpk0,"<a href=""https://youtu.be/lbpMtxCO4aU"">https://youtu.be/lbpMtxCO4aU</a>",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzmrHSL72lFnnJw0u94AaABAg,QaZ93sibpk0,OH MY GOD FLASHING LIGHTS AT THE BEGINNING AND KANYE OPENING THE DOOR LITERAL CHILLS GUYS,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxP4HrpMFLRI6DXQvh4AaABAg,QaZ93sibpk0,FaisaL,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugy5E5hTF8DVVARoyjJ4AaABAg,QaZ93sibpk0,Why did she agree to do this if she doesnt like answering questions? ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugy8dlwQH53iR_VSrh94AaABAg,QaZ93sibpk0,"This is so painfully awkward to watch.  In other news, that house is out of this world.",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyMXvXiHITUi8wbrI14AaABAg,QaZ93sibpk0,Camera Guy: Whats the most over used phrase?   Kim: Its Lit   Everyone Else: Yeah aIght!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyuPKArQJmF74ZoerJ4AaABAg,QaZ93sibpk0,"The house looks so empty, I wouldn&#39;t be comfortable living there. I mean, they&#39;re probably not living there.",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzbAfRWDBgKu7DICtR4AaABAg,QaZ93sibpk0,Minimal Monastery,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyWVUJ1d2JgiJt-GWp4AaABAg,QaZ93sibpk0,AWKWARDDDDDDD,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxuDoT5Iog7Ra93HQh4AaABAg,QaZ93sibpk0,She is good at hiding discomfort and annoyance. I can sense some tension in the air after some time if you really play close attention..,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzmAdzBiRsdYsNCVdN4AaABAg,QaZ93sibpk0,so fake.,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwCIN_VH1sPHnNZSCJ4AaABAg,QaZ93sibpk0,Kanye west needs ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwZCtsS0avTW9SCNIt4AaABAg,QaZ93sibpk0,This was messy lmao,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzcvaiWcuj21WWUWMF4AaABAg,QaZ93sibpk0,Im waiting for the part where Kanye &#39;Goes to the store and will be right back&#39;,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzVrxF7IvATXmZfWCd4AaABAg,QaZ93sibpk0, Kanye is a mad man ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxOOjPRP9crlFhrsUJ4AaABAg,QaZ93sibpk0,"Beautiful kids!  However, I was bored after about question 10, lol.  Ye is GONE! lol",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwdbHMoQT7DJPgyzX94AaABAg,QaZ93sibpk0,bill nye is great,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyHIsaJNVxtm23CkSF4AaABAg,QaZ93sibpk0,OMG. KANYE SMILED!!!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwDPd1mTitpdQeHpUt4AaABAg,QaZ93sibpk0,I usually hate these segments because the interviewee is so unnatural and scripted. Kim seemed so natural and comfortable,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzLo99PVJpJ8NcmzNt4AaABAg,QaZ93sibpk0,The thing I never thought I needed,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyexR9Y8ujuRn5mAg14AaABAg,QaZ93sibpk0,73 QUESTIONS WITH BILLIE EILISH PLEASE,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxC2IodGrIOHAnc_oZ4AaABAg,QaZ93sibpk0,wow vogue really knows how to draw people in...Kane smiling in the thumbnail?!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxlpN6sl-A1qE62ORl4AaABAg,QaZ93sibpk0,So kim can you afford a bra,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugw_bde5B0Gnk-Y_w0V4AaABAg,QaZ93sibpk0,I can tell she really hates answering questions. ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxWcMMKvG8jW2BtJX94AaABAg,QaZ93sibpk0,She walks backwards to hide the butt:0?,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwDOQek1oi0TEbmbUN4AaABAg,QaZ93sibpk0,Real Fake News,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugz6tt6IeKbcUnhwCJF4AaABAg,QaZ93sibpk0,I love their space it is so arty.,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxdORxma5BqSLqMTDp4AaABAg,QaZ93sibpk0,This house is way too clean. It makes me uncomfortable...,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwrlqMXXN2iDGzKULd4AaABAg,QaZ93sibpk0,the kids are paid actors,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzM46JOpD48FxnPg2l4AaABAg,QaZ93sibpk0,Kanye is just there and I love it,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugx6xQYzZ7X6pwCcwKV4AaABAg,QaZ93sibpk0,this is so deep,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugy4TZhn3fm4cPvuYmJ4AaABAg,QaZ93sibpk0,Ciyd6youIuggjsyvutw978yy4wjlx      it&#39;s a code word crack it,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyH76W657ypKvQu95l4AaABAg,QaZ93sibpk0,"I just saw a news article for Kim becoming a lawyer , and now she said she will never go to law school",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzrxHAVSsHBtgia7vV4AaABAg,QaZ93sibpk0,Kanye is the coolest dont @ me,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwG3RVdDPt8RrTsyrB4AaABAg,QaZ93sibpk0,Those high ceilings ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyG_PY-Gciuc1hPVOp4AaABAg,QaZ93sibpk0,"Really enjoyed this! Lovely house and great interview!  Interested in reading a fun daily pet blog? Follow, Gigi&#39;s World - The Maltese Dog on IG &amp; YT! Thanks ",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzxmLCPcR-BKSZTiHh4AaABAg,QaZ93sibpk0,"<a href=""https://www.youtube.com/watch?v=QaZ93sibpk0&amp;t=1m08s"">1:08</a> Kim acting  like she&#39;s seeing  her  kids after  years",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyRM27hIhYM2HPB_wN4AaABAg,QaZ93sibpk0,How are you doing,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugxt3sjfpVIFpTIWcvp4AaABAg,QaZ93sibpk0,I JUST REALIZED THAT KIM AND KOURTNEY LOOK SIMILAR SHEHH,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwoaY82djERbErllDN4AaABAg,QaZ93sibpk0,Bye,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwgkPUdvM_S88ChVil4AaABAg,QaZ93sibpk0,Hi,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgznbTsR0CJV01hNG194AaABAg,QaZ93sibpk0,Why is their house so bland and empty lol,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugwwy__80-6_HOoPb2x4AaABAg,QaZ93sibpk0,This house looks so dull and has no life to it.... but its worth more than me so imma be quiet ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxVhCChwm8xJ-80tQ94AaABAg,QaZ93sibpk0,And that&#39;s true,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugw8cJixWlfdc8AQxVh4AaABAg,QaZ93sibpk0,Who is the man behind the voice asking the questions?,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugwdb-G3s3HEdNPsDdt4AaABAg,QaZ93sibpk0,Kanye Is Happy Doing great Thanks to his Wife Kim working together Plus God Bless his beautiful kids,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxS9F5M6P_T7i_19-94AaABAg,QaZ93sibpk0,The most futuristic couple I&#39;ve ever seen!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgynK2cdBEQ3Z9fcwvB4AaABAg,QaZ93sibpk0,I didnt know she already had 3 kids.,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugyyjdtgi6UknO84cit4AaABAg,QaZ93sibpk0,"Glad Kim doesnt really read the comment section, the comment section always prove that people love to hate her, yet cant stop watching.   Im glad she continues in spite of all the angry people in the world. Some of you need to chill out, its not that deep.",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzFPxvqqLv6NrZdyqJ4AaABAg,QaZ93sibpk0,This was so dry but they&#39;ve got a beautiful family~,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxI9FhV3PuwU1PI4KN4AaABAg,QaZ93sibpk0,Saint is so buteee,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwbRKBl2XvEKXJIBLh4AaABAg,QaZ93sibpk0,You give me advice and I dont listen to it wow. What an honest man,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwUj2sFzRTarWZ5q994AaABAg,QaZ93sibpk0,She is so hot!!! Kanye you lucky guy!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwSb6pnSmXJKDzZqLJ4AaABAg,QaZ93sibpk0,"This is kind of the worst 73 Qs theyve ever done. It just didnt have the vogue feel. Not to mention, the FaceTime with Kris Jenner, was clearly a video.",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugxap-7Vy3KXo9BkTI94AaABAg,QaZ93sibpk0,"I dont get the house, is it unfurnished??",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyD2IXkTaWKpd6QB9h4AaABAg,QaZ93sibpk0,What are Kim&#39;s many talent ?,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwsAakgvyZmBVy_-dp4AaABAg,QaZ93sibpk0,That  call  was hysterical it was a pre recorded video,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgypaxuVlgnTTcQImOd4AaABAg,QaZ93sibpk0,"Their energy is hella off, but pretty family.",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugz2QQdFtTZqCpSHPGh4AaABAg,QaZ93sibpk0,You give me some advice but I dont listen to it ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugz1gKawP1ac2aNEp4N4AaABAg,QaZ93sibpk0,I wanna know Bgm.....,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugzk3LpI9HUjzI4QcNZ4AaABAg,QaZ93sibpk0,No pictures,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwxrROWgkcWq7nSo654AaABAg,QaZ93sibpk0,"Why are peoples advice to responding to negative feedback, always to ignore it? Sometimes negative feedback is constructive and/or helpful. Its not always hate lol",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwlS_ugL7nM3K_mv514AaABAg,QaZ93sibpk0,She is so disrespectful and insensitive in this one wth,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugz3fLs_mfc1RMpRetB4AaABAg,QaZ93sibpk0,Living in that house would drive me crazy! Its just so big and so empty!,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxE_TANXB_bUU0Yphd4AaABAg,QaZ93sibpk0,kanye is on the down low,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxpQxJOcH0tbYuy8LB4AaABAg,QaZ93sibpk0,This is all staged ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxmNL5UmrgjdAouo1t4AaABAg,QaZ93sibpk0,"Kanye is so iconic , a legend. ",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzVBTYEVnBzaybyvOZ4AaABAg,QaZ93sibpk0,She is so disrespectful and insensitive in this one wth,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwftBQ5mkPUS3vWUaN4AaABAg,QaZ93sibpk0,Does anyone know about the intro music/song?,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyeMaS-KSOKAVJFpQF4AaABAg,QaZ93sibpk0,"<a href=""https://www.youtube.com/watch?v=QaZ93sibpk0&amp;t=7m21s"">7:21</a>  wrrr three words ...",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyfQo2QIKcZtr0hbgJ4AaABAg,QaZ93sibpk0, I came here for the comment section.</b>,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugw9EVp9WsFxyrpa-YJ4AaABAg,QaZ93sibpk0,"Listen I dont know why everyone has to hate on Kim... shes so beautiful, intelligent, and she has really changed for the better and done so much for people !!!! This negative and cancel culture is so toxic!!!",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxIIR8zpbnNQU5_6NR4AaABAg,QaZ93sibpk0,CAN SOMEONE TELL ME THE  ENTRY MUSIC PLZ  PLEASE PLEASE PLEASE PLEASE PLEASE,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyeYmJbzjAaG_LBy-l4AaABAg,QaZ93sibpk0,They actually have a nanny that looks after the kids 24/7,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugx3Xxyy1hKFM70fUqt4AaABAg,QaZ93sibpk0,27 questions with Billie Eilish,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwG3_RtNkpCdEsdgXR4AaABAg,QaZ93sibpk0,This is  US for  sure,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugx_6R_h-oNJellcNkN4AaABAg,QaZ93sibpk0,FORTNITE???    srsly     even the baby knows it,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwDgiBEzsryjgJ_QDB4AaABAg,QaZ93sibpk0,Interviewer: what&#39;s the best part about being a kid? Kanye: having a dad.,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugys2OlzW0hrh6rO0114AaABAg,QaZ93sibpk0,Kanye what&#39;s the best part about breathing?   the athmosphere</b>,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyipiZ54r_PpYKkJUZ4AaABAg,QaZ93sibpk0,I feel awkwardness in this video,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzQeq9Qcp3kzfnJish4AaABAg,QaZ93sibpk0,Next time do 69 questions with R. Kelly,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwNkvSkxQx-6tWgtHp4AaABAg,QaZ93sibpk0,"Kim, can you adopt me? :))",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyCmV9DV--b1D6s_Hx4AaABAg,QaZ93sibpk0,why kanye this entire time look like he&#39;s never been in front of a camera,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugz55r5ac1MzAfAlsH14AaABAg,QaZ93sibpk0,"<a href=""https://www.youtube.com/watch?v=QaZ93sibpk0&amp;t=7m06s"">7:06</a> that&#39;s why you have 130 m  followers on ig",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyaPM_wUyFKrftfAVl4AaABAg,QaZ93sibpk0,"Beautiful house, and family!!",73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgxqA2yPxTmX1ByBXTN4AaABAg,QaZ93sibpk0,That Family business track in the background sounds so sweet,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugx6RvKLrWo-903MROJ4AaABAg,QaZ93sibpk0,A thief would come in and not have anything to steal ,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwHfaXlIHSrEqwvPtp4AaABAg,QaZ93sibpk0,OK WAIT I SEND KIM A DM EVERDAY ASKING IF SHE CAN ACTUALLY ADOPT ME,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwV9b3OnRTzTW_r6XB4AaABAg,QaZ93sibpk0,My dad ????,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzcubjWw3U0GkfLcFV4AaABAg,QaZ93sibpk0,This was both cringy and entertaining.,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzOfUqh2S5T56QtD8R4AaABAg,QaZ93sibpk0,Her voice is nice,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgwpPW_vJiBj7NSd4qN4AaABAg,QaZ93sibpk0,That face time with Kris was the fakest thing i hav ever seen...,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgzQmnWP_tr15yx2gKp4AaABAg,QaZ93sibpk0,Please with Shawnnnnnnnnn Mendes,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
Ugxty8mib-KRsqdUdex4AaABAg,QaZ93sibpk0,Interviewer: Whats the most thing about the thing?  Kanye: yup,73 Questions With Kim Kardashian West (ft. Kanye West) | Vogue
UgyeBJuRXQQuoEzQHlh4AaABAg,SR5kfWXfxto,"From Gordon Ramsay to Scarlett Johansson, what a season it&#39;s been! Thanks for all the support, spice lords. Season recap, more specials, and a brand-new season coming before you can say &quot;this camera, that camera...&quot;",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwYqZfuolkHzJwUHRl4AaABAg,SR5kfWXfxto,you should start sending the sauces to the UK!!!!!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgyxPI1la_BjZjyyKHB4AaABAg,SR5kfWXfxto,"This show has grown SO MUCH, you&#39;re getting bigger and bigger names. I&#39;m so proud of you guys  Also. I love her ring. I want one.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugx9GQj1krbdnpDnrB94AaABAg,SR5kfWXfxto,Scarlett  Johansson is the hot one,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugxy89f4hoBS4pWPahV4AaABAg,SR5kfWXfxto,"The best chicken wings in Edinburgh are from Wings. Literally the place is called Wings.  Jesus S, you missed oot.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxEvIKvkDoazretcgF4AaABAg,SR5kfWXfxto,Scarlett is such an old lady dont memes move? ,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgyLxpxmCrNpRQpip9B4AaABAg,SR5kfWXfxto,I was waiting for this :),Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugybnzio5hGjHmTkO0V4AaABAg,SR5kfWXfxto,I hyperventilated when I saw the thumbnail,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugwtv-SesRghbfLmKSt4AaABAg,SR5kfWXfxto,"Total redemption from shaq the fool and Jimmy buckets. Love seeing the guest drop their guard be human...scarlet was not a bad ass assassin.  Love this episode. Great work Sean. Can&#39;t wait to see who else comes on here...Conan, the rest of the avengers you can get....and Bo Burnham.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwPfANMMS4BIFctB3V4AaABAg,SR5kfWXfxto,When Scarlett asked who buys this I actually raised my hand,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxrGJhHZ9i71rUUEVx4AaABAg,SR5kfWXfxto,I can just tell that she doesnt give blowjobs,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgzhH1udvq7ySvHglzd4AaABAg,SR5kfWXfxto,She is a class act,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxxgkJeXlyw8BAZ0fp4AaABAg,SR5kfWXfxto,"Wow, Sean prefers drumsticks to flats? Unsubscribed...",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugxo4vqmDwEzuMUQSLx4AaABAg,SR5kfWXfxto,Thats hot!  No scarlet you are!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugz0uP-mVK82KskHCsN4AaABAg,SR5kfWXfxto,I want to smell her seat.,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugx-tXpvIfLDEV66IQt4AaABAg,SR5kfWXfxto,Wow! She&#39;s just wow!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxxvkZZ8AJXQdw9mDp4AaABAg,SR5kfWXfxto,MEME REVIEW ,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugw7l4LpROrLSMbBQsd4AaABAg,SR5kfWXfxto,These seasons fly by!!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxnXfwJ1tsDUjgzNAV4AaABAg,SR5kfWXfxto,Get David Dobrik on the show!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugwol87ULeFhTk_xm454AaABAg,SR5kfWXfxto,"When you see Ant man about to go in Thano&#39;s ass <a href=""https://www.youtube.com/watch?v=SR5kfWXfxto&amp;t=13m13s"">13:13</a>",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwbDHotN2m3YrHWCFJ4AaABAg,SR5kfWXfxto,the magic trick: the hankerchief goes into his fake thumb,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgycFs4c2yZU6Fbz75l4AaABAg,SR5kfWXfxto,more spicy she eat more sexiest she is,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxGIh1OcyOFr9Hrtqx4AaABAg,SR5kfWXfxto,scarlet johansson : scoville level 1000000000000     but i will taste her,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgzRejeijTBfpnds5Yl4AaABAg,SR5kfWXfxto,"Wait a minute, Sean is not wearing a hoody",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgybwtctMCqFrxSvTO14AaABAg,SR5kfWXfxto,My girl Natasha Really said that his rice was terribleIm dead dude!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgyTFaVoh1Itj3TbywR4AaABAg,SR5kfWXfxto,"Ew, meat, wtf Scarlett.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugy2W8f5t-8EN7yukAB4AaABAg,SR5kfWXfxto,"If you hone in on Scarletts mouth, it&#39;s weirdly similar to Billie Eilish&#39;s",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugz9T_DdKU7knLmJZLN4AaABAg,SR5kfWXfxto,&quot;It&#39;s bad... just like your channel.&quot;,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxcfY6cfKASSZH_J854AaABAg,SR5kfWXfxto,Woh wait  &quot;is She admitting that Cap will die.?&quot;</b>,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugx3VOPJ0t6bs9u2mGF4AaABAg,SR5kfWXfxto,They should have renamed the last one thanoss cum,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgyNCpu0-Z5uVAOdiFx4AaABAg,SR5kfWXfxto,We need Elon Musk on this show!!!!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgzFCVg2famOIyo67oV4AaABAg,SR5kfWXfxto,"Best episode ever, not sure about the the final is this a spoiler? Moment at the end, but very impressed with Scarletts spicy fire resistance",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugyldre0Ca9TpsgOhtt4AaABAg,SR5kfWXfxto,Scarlett Johansson took those wings like a Boss! Theres been so many man on the show that couldnt finish the 10 wings!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwzS-v5D3EJbNkEgsx4AaABAg,SR5kfWXfxto,When she performs better than Gordan Ramsey lol who&#39;s a wimp now ahhahaha,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgzfWc8DhWRhGmh0Rqt4AaABAg,SR5kfWXfxto,"Loved watching this interview, she is enjoyable to watch, and her reactions to the spice were interesting to say the least. She seamed to recover after the heavy hitter pretty decently though, Da Bomb usually stops tongues.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugx4542TTi2lRviXNnd4AaABAg,SR5kfWXfxto,why does Scarlett have the energy of a 64 year old divorcee? (64 year old divorcee&#39;s are my jam btw),Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugyml1cLXQkaDkgFs094AaABAg,SR5kfWXfxto,"<a href=""https://www.youtube.com/watch?v=SR5kfWXfxto&amp;t=19m31s"">19:31</a> Scarlett&#39;s last dab wing looks like a gorilla",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugy-WGxg-RrDj2dFh8h4AaABAg,SR5kfWXfxto,"She&#39;s just the whole package, pretty and charismatic.",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxleQ20lbBOEkqBiBl4AaABAg,SR5kfWXfxto,oooohhhh cooomeee ooooonnnnnn... he gat her haannndd!!!!!!!,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugw15_o8OEWz7nFKOOZ4AaABAg,SR5kfWXfxto,Make sure you guys check out my new montGe please subscribe if you love god,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwQbJbmwyWXOAHlbHB4AaABAg,SR5kfWXfxto,"<a href=""https://www.youtube.com/watch?v=SR5kfWXfxto&amp;t=19m57s"">19:57</a> spoilers",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
Ugw-DbNjFgCJHrMm5cx4AaABAg,SR5kfWXfxto,That was my jam... my space jam...*Z*,Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgwtzUbsu9mSaI4kT094AaABAg,SR5kfWXfxto,"27th March 1984 We share the same birth date, like watching a twin up there. Really cool, love her so much!",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
UgxXLGnIvw0XkYsw9H94AaABAg,SR5kfWXfxto,"Making ScarJo cry, lol....",Scarlett Johansson Tries To Not Spoil Avengers While Eating Spicy Wings | Hot Ones
